JobId,ClientName,Ploicy,ParentJob,Schedule,Status,MediaServer,Description
443046,ukimdctxwsnop02.int.saturn.svcs.entsvcs.com,MSV-SQL-Gold,443043,Transaction-Log-Gold,0,ukimdcnbm001.saturnmgmt.dxccorp.net,the requested operation was successfully completed
443048,ukimdctxwsnop01.int.saturn.svcs.entsvcs.com,MSV-SQL-Gold,443044,Transaction-Log-Gold,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
443049,ukimdctxwsnop01.int.saturn.svcs.entsvcs.com,MSV-SQL-Gold,443047,Transaction-Log-Gold,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
443045,ukimdctxwsnop02.int.saturn.svcs.entsvcs.com,MSV-SQL-Gold,443043,Transaction-Log-Gold,0,ukimdcnbm001.saturnmgmt.dxccorp.net,the requested operation was successfully completed
443050,ukimdctxwsnop01.int.saturn.svcs.entsvcs.com,MSV-SQL-Gold,443044,Transaction-Log-Gold,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
443051,ukimdctxwsnop01.int.saturn.svcs.entsvcs.com,MSV-SQL-Gold,443047,Transaction-Log-Gold,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
443047,ukimdctxwsnop01.int.saturn.svcs.entsvcs.com,MSV-SQL-Gold,443043,Transaction-Log-Gold,0,ukimdcnbm001.saturnmgmt.dxccorp.net,the requested operation was successfully completed
443052,ukimdctxwsnop01.int.saturn.svcs.entsvcs.com,MSV-SQL-Gold,443044,Transaction-Log-Gold,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
443053,ukimdctxwsnop01.int.saturn.svcs.entsvcs.com,MSV-SQL-Gold,443044,Transaction-Log-Gold,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
443044,ukimdctxwsnop01.int.saturn.svcs.entsvcs.com,MSV-SQL-Gold,443043,Transaction-Log-Gold,0,ukimdcnbm001.saturnmgmt.dxccorp.net,the requested operation was successfully completed
